"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty_xy [nm]"
306,6,23519.694,29039.031,5.253,62.904,145.927,7.462,18376086.486,6.06
307,6,23864.879,29461.924,186.447,4806.353,0,7.786,20006692.302,7.367
308,6,26623.991,13312.462,161.812,6442.333,0,4.719,7349151.861,4.382
309,6,27189.915,14338.21,187.799,8320.418,0,6.304,13113328.924,4.755
310,6,27301.761,13350.74,171.722,5510.179,0,8.273,22585561.483,6.095
311,6,27426.32,14757.936,205.082,11565.172,0,7.974,20983822.569,4.603
312,6,27662.69,15105.467,187.996,6931.618,0,3.781,4719117.876,4.825
313,6,27751.237,14233.354,185.118,6590.403,0,9.589,30347911.978,6.379
314,6,27995.197,15516.856,205.801,8135.067,0,8.484,23755006.894,6.026
315,6,28219.742,15736.209,173.581,6964.541,0,5.121,8655336.725,4.604
316,6,28577.775,15358.759,87.959,748.107,154.898,5.122,8657029.026,8.163
317,6,28849.387,16110.008,151.505,3576.851,0,8.704,25004332.799,7.142
318,6,32443.279,26177.474,180.721,4995.175,0,10.322,35163026.126,7.918
319,6,32669.852,26158.608,181.879,5220.86,0,8.583,24313327.14,7.002
320,6,32842.689,27152.951,153.22,4764.209,0,7.116,16708861.739,5.448
321,6,32967.854,26433.183,276.713,9520.329,0,5.533,10103756.556,6.899
322,6,33071.052,27367.262,192.257,6088.809,0,7.555,18834072.3,6.406
323,6,33336.302,27707.201,194.451,5029.412,0,7.455,18341603.394,7.423
324,6,33446.393,26878.749,239.451,5804.027,0,5.639,10492557.303,7.995
325,6,34173.571,27690.981,40.517,107.221,73.4,4.251,5963238.293,11.025
326,6,34804.926,28583.5,34.722,135.526,138.38,8.541,24076740.474,11.081
327,6,34949.502,29851.151,188.661,6262.821,0,17.917,105937815.849,10.29
328,6,35360.418,29280.97,2.311,69.527,137.318,6.645,14570750.569,5.096
329,6,35434.552,30345.39,72.205,231.925,94.416,3.121,3214462.777,11.753
330,6,35448.155,28086.297,7.525,30.542,98.126,4.991,8220288.268,9.045
331,6,35599.42,29601.527,6.661,37.13,148.806,9.35,28849397.025,11.071
332,6,35824.861,26141.857,78.508,447.969,72.53,3.06,3090790.152,8.514
333,6,35759.759,30559.274,0.425,24.956,88.892,3.872,4948741.252,8.317
334,6,35874.3,25236.072,123.732,1577.81,0,4.187,5785420.198,7.256
335,6,36000.096,24881.717,7.362,51.635,88.374,3.647,4388909.041,5.651
336,6,36020.157,28006.251,151.811,3693.066,0,7.979,21010782.019,6.715
337,6,36184.379,27284.915,32.608,50.126,114.651,2.658,2331483.763,12.317
338,6,37208.089,26154.724,54.468,112.282,60.403,4.721,7355916.71,16.46
339,7,10211.366,38537.846,197.259,10898.277,0,8.454,23587059.786,4.637
340,7,10217.359,39410.65,206.607,10124.989,0,19.356,123638460.964,8.369
341,7,10476.995,39122.939,9.316,72.945,202.109,15.222,76463959.967,9.701
342,7,10636.65,33747.159,252.804,14687.869,0,8.491,23792799.011,5.303
